Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Month
880,2023-08-21,CUST880,Male,22,Beauty,2,500,1000,8
881,2023-05-19,CUST881,Male,22,Electronics,1,300,300,5
883,2023-05-09,CUST883,Male,40,Electronics,1,500,500,5
886,2023-04-09,CUST886,Male,37,Electronics,3,300,900,4
887,2023-06-11,CUST887,Male,59,Clothing,4,25,100,6
890,2023-12-20,CUST890,Male,34,Electronics,2,25,50,12
891,2023-04-05,CUST891,Male,41,Electronics,3,300,900,4
892,2023-04-09,CUST892,Male,20,Electronics,1,50,50,4
893,2023-04-21,CUST893,Male,49,Electronics,1,50,50,4
894,2023-09-05,CUST894,Male,52,Electronics,1,30,30,9
899,2023-05-25,CUST899,Male,26,Clothing,2,300,600,5
900,2023-02-21,CUST900,Male,21,Clothing,2,30,60,2
901,2023-04-10,CUST901,Male,31,Electronics,1,30,30,4
904,2023-07-04,CUST904,Male,28,Clothing,1,500,500,7
905,2023-04-02,CUST905,Male,58,Beauty,1,300,300,4
908,2023-12-29,CUST908,Male,46,Beauty,4,300,1200,12
909,2023-10-01,CUST909,Male,26,Electronics,1,300,300,10
911,2023-05-21,CUST911,Male,42,Electronics,3,300,900,5
912,2023-01-24,CUST912,Male,51,Beauty,3,50,150,1
913,2023-01-28,CUST913,Male,29,Electronics,3,30,90,1
921,2023-01-07,CUST921,Male,51,Electronics,3,25,75,1
922,2023-10-21,CUST922,Male,41,Electronics,1,50,50,10
923,2023-05-26,CUST923,Male,32,Beauty,3,300,900,5
924,2023-08-29,CUST924,Male,55,Beauty,2,50,100,8
925,2023-09-03,CUST925,Male,25,Electronics,1,300,300,9
926,2023-08-14,CUST926,Male,22,Electronics,1,30,30,8
927,2023-06-24,CUST927,Male,43,Electronics,4,500,2000,6
930,2023-05-10,CUST930,Male,54,Clothing,4,50,200,5
931,2023-09-02,CUST931,Male,30,Beauty,4,30,120,9
933,2023-02-03,CUST933,Male,22,Beauty,1,30,30,2
934,2023-07-25,CUST934,Male,30,Beauty,1,500,500,7
936,2023-02-07,CUST936,Male,57,Beauty,4,50,200,2
938,2023-11-19,CUST938,Male,49,Clothing,4,50,200,11
942,2023-03-18,CUST942,Male,51,Clothing,3,500,1500,3
944,2023-06-05,CUST944,Male,44,Clothing,2,25,50,6
945,2023-02-13,CUST945,Male,30,Beauty,1,25,25,2
946,2023-05-08,CUST946,Male,62,Electronics,4,500,2000,5
947,2023-03-02,CUST947,Male,50,Beauty,1,300,300,3
950,2023-11-07,CUST950,Male,36,Clothing,3,300,900,11
951,2023-11-02,CUST951,Male,33,Beauty,2,50,100,11
953,2023-04-26,CUST953,Male,45,Beauty,3,30,90,4
955,2023-07-14,CUST955,Male,58,Clothing,1,25,25,7
956,2023-08-19,CUST956,Male,30,Clothing,3,500,1500,8
958,2023-06-02,CUST958,Male,62,Electronics,2,25,50,6
960,2023-08-08,CUST960,Male,59,Clothing,2,30,60,8
961,2023-06-06,CUST961,Male,53,Beauty,4,50,200,6
962,2023-10-19,CUST962,Male,44,Clothing,2,30,60,10
964,2023-01-31,CUST964,Male,24,Clothing,3,300,900,1
965,2023-11-09,CUST965,Male,22,Clothing,4,50,200,11
966,2023-02-20,CUST966,Male,60,Electronics,2,500,1000,2
967,2023-04-17,CUST967,Male,62,Beauty,1,25,25,4
970,2023-05-16,CUST970,Male,59,Electronics,4,500,2000,5
972,2023-02-11,CUST972,Male,49,Beauty,4,25,100,2
973,2023-03-22,CUST973,Male,60,Clothing,1,50,50,3
974,2023-05-03,CUST974,Male,47,Beauty,1,30,30,5
984,2023-08-29,CUST984,Male,56,Clothing,1,500,500,8
996,2023-05-16,CUST996,Male,62,Clothing,1,50,50,5
997,2023-11-17,CUST997,Male,52,Beauty,3,30,90,11
1000,2023-04-12,CUST1000,Male,47,Electronics,4,30,120,4
